From	Usage	To	Weight	 	 
.data.xy.XYBarDataset	contains	.data.xy.XYDataset	14		
.data.xy.XYBarDataset	uses	.data.general.AbstractDataset	3		
.data.xy.XYBarDataset	uses	.data.general.SeriesDataset	2		
.data.xy.XYBarDataset	uses	.data.general.Dataset	2		
.data.xy.XYBarDataset	uses	.data.general.DatasetChangeEvent	3		
.data.xy.XYDataItem	uses	.util.ObjectUtilities	1		
.data.xy.XYDataset	extends	.data.general.SeriesDataset	1		
.data.xy.XYDataset	uses	.data.DomainOrder	1		
.data.xy.XYDatasetTableModel	implements	.data.general.DatasetChangeListener	3		
.data.xy.XYDatasetTableModel	contains	.data.xy.TableXYDataset	5		
.data.xy.XYDatasetTableModel	uses	.data.xy.XYDataset	2		
.data.xy.XYDatasetTableModel	uses	.data.general.Dataset	2		
.data.xy.XYDatasetTableModel	uses	.data.general.SeriesDataset	2		
.data.xy.XYDatasetTableModel	uses	.data.general.DatasetChangeEvent	1		
.data.xy.XYDomainInfo	uses	.data.Range	1		
.data.xy.XYIntervalDataItem	extends	.data.ComparableObjectItem	8		
.data.xy.XYIntervalDataItem	uses	.data.xy.XYInterval	12		
.data.xy.XYIntervalSeries	extends	.data.ComparableObjectSeries	4		
.data.xy.XYIntervalSeries	uses	.data.ComparableObjectItem	8		
.data.xy.XYIntervalSeries	uses	.data.xy.XYIntervalDataItem	14		
.data.xy.XYIntervalSeriesCollection	extends	.data.xy.AbstractIntervalXYDataset	2		
.data.xy.XYIntervalSeriesCollection	implements	.data.xy.IntervalXYDataset	1		
.data.xy.XYIntervalSeriesCollection	implements	.util.PublicCloneable	1		
.data.xy.XYIntervalSeriesCollection	uses	.data.xy.XYIntervalSeries	20		
.data.xy.XYIntervalSeriesCollection	uses	.util.ObjectUtilities	1		
.data.xy.XYIntervalSeriesCollection	uses	.data.general.SeriesChangeListener	4		
.data.xy.XYIntervalSeriesCollection	uses	.data.general.AbstractDataset	5		
.data.xy.XYIntervalSeriesCollection	uses	.data.general.Series	6		
.data.xy.XYIntervalSeriesCollection	uses	.data.ComparableObjectSeries	1		
.data.xy.XYRangeInfo	uses	.data.Range	1		
.data.xy.XYSeries	extends	.data.general.Series	13		
.data.xy.XYSeries	uses	.data.general.SeriesException	7		
.data.xy.XYSeries	uses	.data.xy.XYDataItem	38		
.data.xy.XYSeries	uses	.util.ObjectUtilities	2		
.data.xy.XYSeriesCollection	extends	.data.xy.AbstractIntervalXYDataset	2		
.data.xy.XYSeriesCollection	implements	.data.xy.IntervalXYDataset	1		
.data.xy.XYSeriesCollection	implements	.data.DomainInfo	1		
.data.xy.XYSeriesCollection	implements	.data.RangeInfo	1		
.data.xy.XYSeriesCollection	implements	.util.PublicCloneable	1		
.data.xy.XYSeriesCollection	contains	.data.xy.IntervalXYDelegate	18		
.data.xy.XYSeriesCollection	uses	.data.xy.XYSeries	32		
.data.xy.XYSeriesCollection	uses	.data.general.SeriesChangeListener	5		
.data.xy.XYSeriesCollection	uses	.data.general.Series	7		
.data.xy.XYSeriesCollection	uses	.data.general.AbstractDataset	9		
.data.xy.XYSeriesCollection	uses	.data.Range	4		
.data.xy.XYSeriesCollection	uses	.data.xy.XYDataItem	4		
.data.xy.XYSeriesCollection	uses	.data.xy.XYDataset	1		
.data.xy.XYSeriesCollection	uses	.data.general.DatasetChangeListener	1		
.data.xy.XYSeriesCollection	uses	.data.UnknownKeyException	2		
.data.xy.XYSeriesCollection	uses	.util.ObjectUtilities	2		
.data.xy.XYSeriesCollection	uses	.chart.HashUtilities	1		
.data.xy.XYSeriesCollection	uses	.data.DomainOrder	3		
.data.xy.XYZDataset	extends	.data.xy.XYDataset	1		
.data.xy.YIntervalDataItem	extends	.data.ComparableObjectItem	6		
.data.xy.YIntervalDataItem	uses	.data.xy.YInterval	8		
.data.xy.YIntervalSeries	extends	.data.ComparableObjectSeries	4		
.data.xy.YIntervalSeries	uses	.data.ComparableObjectItem	6		
.data.xy.YIntervalSeries	uses	.data.xy.YIntervalDataItem	10		
.data.xy.YIntervalSeriesCollection	extends	.data.xy.AbstractIntervalXYDataset	2		
.data.xy.YIntervalSeriesCollection	implements	.data.xy.IntervalXYDataset	1		
.data.xy.YIntervalSeriesCollection	implements	.util.PublicCloneable	1		
.data.xy.YIntervalSeriesCollection	uses	.util.ObjectUtilities	2		
.data.xy.YIntervalSeriesCollection	uses	.data.xy.YIntervalSeries	21		
.data.xy.YIntervalSeriesCollection	uses	.data.general.SeriesChangeListener	4		
.data.xy.YIntervalSeriesCollection	uses	.data.general.Series	5		
.data.xy.YIntervalSeriesCollection	uses	.data.general.AbstractDataset	5		
.data.xy.YIntervalSeriesCollection	uses	.data.ComparableObjectSeries	1		
.date.AnnualDateRule	uses	.date.SerialDate	1		
.date.DayAndMonthRule	extends	.date.AnnualDateRule	2		
.date.DayAndMonthRule	uses	.date.SerialDate	4		
.date.DayOfWeekInMonthRule	extends	.date.AnnualDateRule	2		
.date.DayOfWeekInMonthRule	uses	.date.SerialDate	5		
.date.EasterSundayRule	extends	.date.AnnualDateRule	2		
.date.EasterSundayRule	uses	.date.SerialDate	2		
.date.RelativeDayOfWeekRule	extends	.date.AnnualDateRule	10		
.date.RelativeDayOfWeekRule	uses	.date.SerialDate	4		
.date.RelativeDayOfWeekRule	uses	.date.DayAndMonthRule	2		
.date.SerialDate	implements	.date.MonthConstants	1		
.date.SerialDate	uses	.date.SpreadsheetDate	6	(mfs)	
.date.SerialDateUtilities	uses	.date.SerialDate	35		
.date.SpreadsheetDate	extends	.date.SerialDate	29		
.experimental.chart.demo.CombinedCategoryPlotDemo1	extends	.ui.ApplicationFrame	2		
.experimental.chart.demo.CombinedCategoryPlotDemo1	uses	.data.category.CategoryDataset	3		
.experimental.chart.demo.CombinedCategoryPlotDemo1	uses	.data.category.DefaultCategoryDataset	6		
.experimental.chart.demo.CombinedCategoryPlotDemo1	uses	.chart.JFreeChart	3		
.experimental.chart.demo.CombinedCategoryPlotDemo1	uses	.chart.renderer.category.LineAndShapeRenderer	2		
.experimental.chart.demo.CombinedCategoryPlotDemo1	uses	.chart.axis.CategoryAxis	2		
.experimental.chart.demo.CombinedCategoryPlotDemo1	uses	.chart.plot.CategoryPlot	3		
.experimental.chart.demo.CombinedCategoryPlotDemo1	uses	.chart.axis.NumberAxis	3		
.experimental.chart.demo.CombinedCategoryPlotDemo1	uses	.chart.renderer.category.BarRenderer	2		
.experimental.chart.demo.CombinedCategoryPlotDemo1	uses	.experimental.chart.plot.CombinedCategoryPlot	3		
.experimental.chart.demo.CombinedCategoryPlotDemo1	uses	.chart.plot.Plot	1		
.experimental.chart.demo.CombinedCategoryPlotDemo1	uses	.chart.axis.TickUnitSource	1		
.experimental.chart.demo.CombinedCategoryPlotDemo1	uses	.chart.labels.CategoryToolTipGenerator	1		
.experimental.chart.demo.CombinedCategoryPlotDemo1	uses	.chart.renderer.category.CategoryItemRenderer	1		
.experimental.chart.demo.CombinedCategoryPlotDemo1	uses	.chart.labels.StandardCategoryToolTipGenerator	2		
.experimental.chart.demo.CombinedCategoryPlotDemo1	uses	.chart.axis.ValueAxis	2		
.experimental.chart.demo.CombinedCategoryPlotDemo1	uses	.chart.renderer.category.AbstractCategoryItemRenderer	1		
.experimental.chart.demo.CombinedCategoryPlotDemo1	uses	.ui.RefineryUtilities	1		
.experimental.chart.demo.CombinedCategoryPlotDemo1	uses	.chart.ChartPanel	2		
.experimental.chart.demo.CombinedXYPlotDemo1	extends	.ui.ApplicationFrame	2		
.experimental.chart.demo.CombinedXYPlotDemo1	uses	.chart.renderer.xy.XYBarRenderer	4		
.experimental.chart.demo.CombinedXYPlotDemo1	uses	.data.xy.XYDataset	3		
.experimental.chart.demo.CombinedXYPlotDemo1	uses	.chart.plot.XYPlot	7		
.experimental.chart.demo.CombinedXYPlotDemo1	uses	.chart.renderer.xy.AbstractXYItemRenderer	2		
.experimental.chart.demo.CombinedXYPlotDemo1	uses	.chart.JFreeChart	6		
.experimental.chart.demo.CombinedXYPlotDemo1	uses	.chart.labels.StandardXYToolTipGenerator	2		
.experimental.chart.demo.CombinedXYPlotDemo1	uses	.data.xy.IntervalXYDataset	3		
.experimental.chart.demo.CombinedXYPlotDemo1	uses	.chart.plot.Plot	2		
.experimental.chart.demo.CombinedXYPlotDemo1	uses	.experimental.chart.plot.CombinedXYPlot	3		
.experimental.chart.demo.CombinedXYPlotDemo1	uses	.chart.title.LegendTitle	2		
.experimental.chart.demo.CombinedXYPlotDemo1	uses	.chart.renderer.xy.XYItemRenderer	4		
.experimental.chart.demo.CombinedXYPlotDemo1	uses	.chart.axis.ValueAxis	3		
.experimental.chart.demo.CombinedXYPlotDemo1	uses	.chart.axis.NumberAxis	2		
.experimental.chart.demo.CombinedXYPlotDemo1	uses	.chart.axis.DateAxis	2		
.experimental.chart.demo.CombinedXYPlotDemo1	uses	.chart.renderer.xy.XYLineAndShapeRenderer	2		
.experimental.chart.demo.CombinedXYPlotDemo1	uses	.chart.title.Title	1		
.experimental.chart.demo.CombinedXYPlotDemo1	uses	.chart.labels.XYToolTipGenerator	1		
.experimental.chart.demo.CombinedXYPlotDemo1	uses	.chart.LegendItemSource	1		
.experimental.chart.demo.CombinedXYPlotDemo1	uses	.chart.plot.CombinedDomainXYPlot	1		
.experimental.chart.demo.CombinedXYPlotDemo1	uses	.chart.renderer.AbstractRenderer	1		
.experimental.chart.demo.CombinedXYPlotDemo1	uses	.ui.RefineryUtilities	1		
.experimental.chart.demo.CombinedXYPlotDemo1	uses	.chart.ChartPanel	2		
.experimental.chart.demo.CombinedXYPlotDemo1	uses	.data.time.TimeSeriesCollection	5		
.experimental.chart.demo.CombinedXYPlotDemo1	uses	.data.time.RegularTimePeriod	2		
.experimental.chart.demo.CombinedXYPlotDemo1	uses	.data.time.TimeSeries	6		
.experimental.chart.demo.CombinedXYPlotDemo1	uses	.data.time.Month	4		
.experimental.chart.plot.CombinedCategoryPlot	extends	.chart.plot.CombinedDomainCategoryPlot	6		
.experimental.chart.plot.CombinedCategoryPlot	uses	.chart.axis.ValueAxis	4		
.experimental.chart.plot.CombinedCategoryPlot	uses	.chart.plot.CategoryPlot	11		
.experimental.chart.plot.CombinedCategoryPlot	uses	.chart.axis.Axis	2		
.experimental.chart.plot.CombinedCategoryPlot	uses	.data.Range	2		
.experimental.chart.plot.CombinedCategoryPlot	uses	.chart.axis.CategoryAxis	1		
.experimental.chart.plot.CombinedXYPlot	extends	.chart.plot.CombinedDomainXYPlot	6		
.experimental.chart.plot.CombinedXYPlot	uses	.chart.plot.XYPlot	11		
.experimental.chart.plot.CombinedXYPlot	uses	.chart.axis.ValueAxis	4		
.experimental.chart.plot.CombinedXYPlot	uses	.chart.axis.Axis	2		
.experimental.chart.plot.CombinedXYPlot	uses	.data.Range	2		
.experimental.chart.renderer.xy.XYSmoothLineAndShapeRenderer	extends	.chart.renderer.xy.XYLineAndShapeRenderer	3		
.experimental.chart.renderer.xy.XYSmoothLineAndShapeRenderer	uses	.chart.plot.XYPlot	5		
.experimental.chart.renderer.xy.XYSmoothLineAndShapeRenderer	uses	.data.xy.XYDataset	5		
.experimental.chart.renderer.xy.XYSmoothLineAndShapeRenderer	uses	.chart.axis.ValueAxis	3		
.experimental.chart.renderer.xy.XYSmoothLineAndShapeRenderer	uses	.chart.plot.CrosshairState	1		
.experimental.chart.renderer.xy.XYSmoothLineAndShapeRenderer	uses	.chart.entity.EntityCollection	1		
.experimental.chart.renderer.xy.XYSmoothLineAndShapeRenderer	uses	.chart.renderer.xy.XYItemRendererState	2		
.experimental.chart.renderer.xy.XYSmoothLineAndShapeRenderer	uses	.chart.plot.PlotOrientation	3		
.experimental.chart.renderer.xy.XYSmoothLineAndShapeRenderer	uses	.ui.RectangleEdge	1		
.experimental.chart.swt.ChartComposite	implements	.chart.event.ChartChangeListener	3		
.experimental.chart.swt.ChartComposite	implements	.chart.event.ChartProgressListener	3		
.experimental.chart.swt.ChartComposite	contains	.chart.JFreeChart	35		
.experimental.chart.swt.ChartComposite	contains	.chart.ChartRenderingInfo	18		
.experimental.chart.swt.ChartComposite	contains	.chart.plot.PlotOrientation	9		
.experimental.chart.swt.ChartComposite	uses	.chart.event.ChartChangeEvent	1		
.experimental.chart.swt.ChartComposite	uses	.chart.plot.Zoomable	29		
.experimental.chart.swt.ChartComposite	uses	.chart.plot.Plot	12		
.experimental.chart.swt.ChartComposite	uses	.chart.ChartMouseEvent	4		
.experimental.chart.swt.ChartComposite	uses	.experimental.swt.SWTUtils	4		
.experimental.chart.swt.ChartComposite	uses	.chart.ChartMouseListener	6		
.experimental.chart.swt.ChartComposite	uses	.chart.entity.ChartEntity	4		
.experimental.chart.swt.ChartComposite	uses	.chart.entity.EntityCollection	6		
.experimental.chart.swt.ChartComposite	uses	.chart.plot.PlotRenderingInfo	14		
.experimental.chart.swt.ChartComposite	uses	.chart.event.ChartProgressEvent	1		
.experimental.chart.swt.ChartComposite	uses	.chart.ChartUtilities	1		
.experimental.chart.swt.ChartComposite	uses	.experimental.chart.swt.editor.SWTChartEditor	3		
.experimental.chart.swt.ChartComposite	uses	.chart.util.ResourceBundleWrapper	1		
.experimental.chart.swt.ChartComposite	uses	.experimental.swt.SWTGraphics2D	5		
.experimental.chart.swt.ChartComposite	uses	.chart.plot.ValueAxisPlot	1		
.experimental.chart.swt.demo.SWTBarChartDemo1	uses	.data.category.CategoryDataset	3		
.experimental.chart.swt.demo.SWTBarChartDemo1	uses	.data.category.DefaultCategoryDataset	3		
.experimental.chart.swt.demo.SWTBarChartDemo1	uses	.experimental.chart.swt.ChartComposite	2		
.experimental.chart.swt.demo.SWTBarChartDemo1	uses	.chart.JFreeChart	3		
.experimental.chart.swt.demo.SWTBarChartDemo1	uses	.chart.axis.CategoryAxis	2		
.experimental.chart.swt.demo.SWTBarChartDemo1	uses	.chart.axis.CategoryLabelPositions	2		
.experimental.chart.swt.demo.SWTBarChartDemo1	uses	.chart.plot.CategoryPlot	4		
.experimental.chart.swt.demo.SWTBarChartDemo1	uses	.chart.renderer.category.BarRenderer	3		
.experimental.chart.swt.demo.SWTBarChartDemo1	uses	.chart.axis.NumberAxis	2		
.experimental.chart.swt.demo.SWTBarChartDemo1	uses	.chart.renderer.category.BarPainter	1		
.experimental.chart.swt.demo.SWTBarChartDemo1	uses	.chart.plot.Plot	1		
.experimental.chart.swt.demo.SWTBarChartDemo1	uses	.chart.plot.PlotOrientation	2		
.experimental.chart.swt.demo.SWTBarChartDemo1	uses	.chart.axis.TickUnitSource	1		
.experimental.chart.swt.demo.SWTBarChartDemo1	uses	.chart.renderer.category.CategoryItemRenderer	1		
.experimental.chart.swt.demo.SWTBarChartDemo1	uses	.chart.axis.ValueAxis	2		
.experimental.chart.swt.demo.SWTBarChartDemo1	uses	.chart.renderer.category.StandardBarPainter	2		
.experimental.chart.swt.demo.SWTBarChartDemo1	uses	.chart.ChartFactory	1		
.experimental.chart.swt.demo.SWTMultipleAxisDemo1	uses	.chart.JFreeChart	8		
.experimental.chart.swt.demo.SWTMultipleAxisDemo1	uses	.data.time.RegularTimePeriod	3		
.experimental.chart.swt.demo.SWTMultipleAxisDemo1	uses	.data.time.Minute	2		
.experimental.chart.swt.demo.SWTMultipleAxisDemo1	uses	.chart.axis.NumberAxis	3		
.experimental.chart.swt.demo.SWTMultipleAxisDemo1	uses	.chart.plot.XYPlot	12		
.experimental.chart.swt.demo.SWTMultipleAxisDemo1	uses	.chart.plot.Plot	2		
.experimental.chart.swt.demo.SWTMultipleAxisDemo1	uses	.chart.axis.AxisLocation	2		
.experimental.chart.swt.demo.SWTMultipleAxisDemo1	uses	.chart.plot.PlotOrientation	2		
.experimental.chart.swt.demo.SWTMultipleAxisDemo1	uses	.chart.renderer.xy.XYItemRenderer	2		
.experimental.chart.swt.demo.SWTMultipleAxisDemo1	uses	.chart.axis.ValueAxis	1		
.experimental.chart.swt.demo.SWTMultipleAxisDemo1	uses	.chart.renderer.xy.StandardXYItemRenderer	2		
.experimental.chart.swt.demo.SWTMultipleAxisDemo1	uses	.ui.RectangleInsets	2		
.experimental.chart.swt.demo.SWTMultipleAxisDemo1	uses	.data.xy.XYDataset	2		
.experimental.chart.swt.demo.SWTMultipleAxisDemo1	uses	.chart.title.TextTitle	2		
.experimental.chart.swt.demo.SWTMultipleAxisDemo1	uses	.chart.ChartFactory	1		
.experimental.chart.swt.demo.SWTMultipleAxisDemo1	uses	.chart.title.Title	1		
.experimental.chart.swt.demo.SWTMultipleAxisDemo1	uses	.chart.axis.Axis	3		
.experimental.chart.swt.demo.SWTMultipleAxisDemo1	uses	.chart.ChartPanel	2		
.experimental.chart.swt.demo.SWTMultipleAxisDemo1	uses	.data.time.TimeSeriesCollection	3		
.experimental.chart.swt.demo.SWTMultipleAxisDemo1	uses	.data.time.TimeSeries	3		
.experimental.chart.swt.demo.SWTMultipleAxisDemo1	uses	.experimental.chart.swt.ChartComposite	5		
.experimental.chart.swt.demo.SWTPieChartDemo1	uses	.data.general.PieDataset	3		
.experimental.chart.swt.demo.SWTPieChartDemo1	uses	.data.general.DefaultPieDataset	3		
.experimental.chart.swt.demo.SWTPieChartDemo1	uses	.chart.JFreeChart	3		
.experimental.chart.swt.demo.SWTPieChartDemo1	uses	.chart.plot.PiePlot	5		
.experimental.chart.swt.demo.SWTPieChartDemo1	uses	.chart.plot.Plot	2		
.experimental.chart.swt.demo.SWTPieChartDemo1	uses	.chart.ChartFactory	1		
.experimental.chart.swt.demo.SWTPieChartDemo1	uses	.experimental.chart.swt.ChartComposite	2		
.experimental.chart.swt.demo.SWTTimeSeriesDemo	uses	.experimental.chart.swt.ChartComposite	5		
.experimental.chart.swt.demo.SWTTimeSeriesDemo	uses	.data.xy.XYDataset	3		
.experimental.chart.swt.demo.SWTTimeSeriesDemo	uses	.chart.JFreeChart	4		
.experimental.chart.swt.demo.SWTTimeSeriesDemo	uses	.data.time.TimeSeriesCollection	3		
.experimental.chart.swt.demo.SWTTimeSeriesDemo	uses	.data.time.RegularTimePeriod	1		
.experimental.chart.swt.demo.SWTTimeSeriesDemo	uses	.data.time.TimeSeries	3		
.experimental.chart.swt.demo.SWTTimeSeriesDemo	uses	.data.time.Month	2		
.experimental.chart.swt.demo.SWTTimeSeriesDemo	uses	.chart.ChartFactory	1		
.experimental.chart.swt.demo.SWTTimeSeriesDemo	uses	.chart.axis.DateAxis	2		
.experimental.chart.swt.demo.SWTTimeSeriesDemo	uses	.chart.plot.Plot	2		
.experimental.chart.swt.demo.SWTTimeSeriesDemo	uses	.chart.renderer.xy.XYLineAndShapeRenderer	3		
.experimental.chart.swt.demo.SWTTimeSeriesDemo	uses	.chart.plot.XYPlot	8		
.experimental.chart.swt.demo.SWTTimeSeriesDemo	uses	.chart.renderer.xy.XYItemRenderer	1		
.experimental.chart.swt.demo.SWTTimeSeriesDemo	uses	.chart.axis.ValueAxis	1		
.experimental.chart.swt.demo.SWTTimeSeriesDemo	uses	.ui.RectangleInsets	2		
.experimental.chart.swt.editor.SWTAxisEditor	uses	.chart.axis.Axis	17		
.experimental.chart.swt.editor.SWTAxisEditor	uses	.chart.axis.NumberAxis	1		
.experimental.chart.swt.editor.SWTAxisEditor	uses	.experimental.chart.swt.editor.SWTNumberAxisEditor	2	(mfs)	
.experimental.chart.swt.editor.SWTAxisEditor	uses	.chart.util.ResourceBundleWrapper	1		
.experimental.chart.swt.editor.SWTAxisEditor	uses	.experimental.swt.SWTUtils	6		
.experimental.chart.swt.editor.SWTAxisEditor	uses	.experimental.swt.SWTPaintCanvas	5		
.experimental.chart.swt.editor.SWTChartEditor	implements	.chart.editor.ChartEditor	1		
.experimental.chart.swt.editor.SWTChartEditor	contains	.chart.JFreeChart	8		
.experimental.chart.swt.editor.SWTChartEditor	contains	.experimental.chart.swt.editor.SWTTitleEditor	5		
.experimental.chart.swt.editor.SWTChartEditor	contains	.experimental.chart.swt.editor.SWTPlotEditor	5		
.experimental.chart.swt.editor.SWTChartEditor	contains	.experimental.chart.swt.editor.SWTOtherEditor	5		
